ID;Orignal_name;Time;f__Actinidiaceae;g__Allium;s__Allium_cepa;s__Allium_rubellum;s__Allium_sativum;f__Anacardiaceae;s__Anacardium_occidentale;s__Ananas_comosus;s__Annona muricata;sf__Annonoideae;t__Anserineae;sf__Apioideae;s__Apium_graveolens;s__Arachis_hypogaea;f__Arecaceae;s__Asparagus_officinalis;sf__Aurantioideae;g__Avena;s__Bertholletia_excelsa;s__Brassica_oleracea.AB;s__Brassica_oleracea.AC;sf__Brassiceae;g__Capsicum;s__Carica_papaya;s__Ceratonia_siliqua;g__Cissus;s__Cocos_nucifera;g__Coffea;s__Coriandrum_sativum;s__Cucumis_melo;s__Cucumis_sativus;g__Cucurbita;s__Cucurbita_moschata;f__Cucurbitaceae.1;f__Cucurbitaceae.2;s__Cyamopsis_tetragonoloba;s__Eclipta prostrata;g__Ficus;g__Hordeum;indigoferoid_millettioid_clade;s__Lactuca_sativa;f__Lauraceae;s__Lens_culinaris;s__Linum_usitatissimum;t__Maleae;g__Mentha.1;g__Mentha.2;sf__Mentheae;g__Musa;s__Myristica_fragans;sf__Nepetoideae.1;sf__Nepetoideae.2;s__Ocimum_basilicum;s__Olea europaea;g__Oryza;s__Oryza_sativa.AY;s__Oryza_sativa.CP;g__Passiflora;g__Persea;s__Peucedanum_japonicum;g__Phaseolus;s__Pimpinella_anisum;g__Pinus;g__Piper;s__Pistacia_vera;s__Pisum_sativum;g__Prunus;s__Psidium_guajava;g__Pyrus;s__Raphanus_sativus;sf__Rosoideae;s__Rubus_boninensis;st__Salviinae;s__Sesamum_indicum;sf__Solanoideae;g__Solanum;s__Solanum_lycopersicum;s__Solanum_quitoense;g__Sorghum;s__Spinacia_tetrandra;s__Theobroma_cacao;t__Triticeae;g__Vaccinium;s__Vaccinium_macrocarpon;s__Vicia_faba;g__Vigna;s__Vigna_unguiculata;sf__Viteae;s__Zea_mays
8T1;UCH.08.8b;T1;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;3.758959875;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;2.621881306;-0.211332038;-0.211332038;0.88728025;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;0.88728025;0.88728025;-0.211332038;-0.211332038;-0.211332038;6.107636075;-0.211332038;-0.211332038;4.987164993;5.886742244;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;2.186563234;1.398105874;-0.211332038;0.88728025;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;0.88728025;0.88728025;0.88728025;-0.211332038;2.733106941;-0.211332038;-0.211332038;-0.211332038;3.007543787;-0.211332038;3.084504828;-0.211332038;-0.211332038;-0.211332038;7.233501236;2.833190399;-0.211332038;-0.211332038;-0.211332038;-0.211332038;-0.211332038;3.084504828;2.186563234
8T2;UCH.08.8c;T2;-0.210750288;-0.210750288;-0.210750288;-0.210750288;-0.210750288;-0.210750288;-0.210750288;2.354199069;-0.210750288;-0.210750288;-0.210750288;2.354199069;-0.210750288;-0.210750288;-0.210750288;-0.210750288;0.887862001;-0.210750288;-0.210750288;-0.210750288;-0.210750288;1.398687624;-0.210750288;-0.210750288;-0.210750288;-0.210750288;-0.210750288;-0.210750288;-0.210750288;-0.210750288;-0.210750288;-0.210750288;-0.210750288;0.887862001;-0.210750288;-0.210750288;-0.210750288;-0.210750288;-0.210750288;4.845495517;3.344597773;-0.210750288;2.187144985;-0.210750288;-0.210750288;-0.210750288;-0.210750288;-0.210750288;7.286456935;-0.210750288;2.733688691;-0.210750288;3.550449828;-0.210750288;-0.210750288;1.398687624;-0.210750288;-0.210750288;-0.210750288;-0.210750288;0.887862001;-0.210750288;-0.210750288;-0.210750288;-0.210750288;0.887862001;-0.210750288;-0.210750288;-0.210750288;-0.210750288;2.187144985;-0.210750288;-0.210750288;-0.210750288;3.285757273;-0.210750288;3.866787156;-0.210750288;-0.210750288;-0.210750288;5.6725721;5.798062897;-0.210750288;-0.210750288;-0.210750288;-0.210750288;-0.210750288;1.398687624;4.498779913
9T1;UCH.09.9b.trnl.1;T1;-0.062053536;-0.062053536;-0.062053536;-0.062053536;-0.062053536;-0.062053536;-0.062053536;-0.062053536;-0.062053536;-0.062053536;2.882385443;-0.062053536;-0.062053536;2.645996665;-0.062053536;-0.062053536;-0.062053536;1.547384377;-0.062053536;-0.062053536;-0.062053536;-0.062053536;-0.062053536;4.470545957;-0.062053536;1.036558753;-0.062053536;-0.062053536;-0.062053536;-0.062053536;-0.062053536;-0.062053536;-0.062053536;-0.062053536;-0.062053536;-0.062053536;-0.062053536;-0.062053536;-0.062053536;6.98110638;-0.062053536;4.533066314;-0.062053536;-0.062053536;-0.062053536;-0.062053536;-0.062053536;-0.062053536;6.249681273;-0.062053536;-0.062053536;-0.062053536;-0.062053536;-0.062053536;-0.062053536;4.591906814;-0.062053536;-0.062053536;-0.062053536;-0.062053536;5.019350829;-0.062053536;2.135171042;-0.062053536;-0.062053536;-0.062053536;-0.062053536;6.778492994;-0.062053536;-0.062053536;-0.062053536;-0.062053536;-0.062053536;2.502895822;4.572675453;-0.062053536;3.434454026;-0.062053536;-0.062053536;1.036558753;8.097035119;4.782133551;-0.062053536;-0.062053536;1.036558753;-0.062053536;-0.062053536;5.74006484;6.281826898
9T2;UCH.09.9c.trnl;T2;-0.080998399;4.714792146;-0.080998399;-0.080998399;-0.080998399;3.725664091;-0.080998399;-0.080998399;-0.080998399;-0.080998399;-0.080998399;6.375771256;-0.080998399;1.017613889;-0.080998399;-0.080998399;-0.080998399;-0.080998399;-0.080998399;1.017613889;-0.080998399;3.926334786;-0.080998399;-0.080998399;-0.080998399;-0.080998399;-0.080998399;-0.080998399;1.017613889;-0.080998399;-0.080998399;-0.080998399;-0.080998399;1.528439513;4.794198924;-0.080998399;-0.080998399;-0.080998399;1.017613889;5.861800976;-0.080998399;-0.080998399;-0.080998399;-0.080998399;-0.080998399;-0.080998399;-0.080998399;5.652342878;6.919336061;-0.080998399;-0.080998399;-0.080998399;-0.080998399;-0.080998399;1.017613889;6.131607697;-0.080998399;1.86491175;-0.080998399;-0.080998399;-0.080998399;1.017613889;4.838982527;-0.080998399;-0.080998399;-0.080998399;-0.080998399;7.014894822;-0.080998399;-0.080998399;-0.080998399;-0.080998399;-0.080998399;-0.080998399;4.534122118;-0.080998399;-0.080998399;-0.080998399;-0.080998399;-0.080998399;7.37198393;6.208717172;-0.080998399;-0.080998399;-0.080998399;-0.080998399;-0.080998399;2.627051802;6.300817618
10T1;UCH.10.10b;T1;-0.214494143;-0.214494143;-0.214494143;-0.214494143;-0.214494143;0.884118146;-0.214494143;-0.214494143;-0.214494143;-0.214494143;-0.214494143;1.982730435;-0.214494143;1.731416006;-0.214494143;-0.214494143;-0.214494143;-0.214494143;-0.214494143;3.081342723;-0.214494143;-0.214494143;0.884118146;-0.214494143;-0.214494143;-0.214494143;-0.214494143;-0.214494143;-0.214494143;-0.214494143;-0.214494143;-0.214494143;-0.214494143;1.39494377;-0.214494143;-0.214494143;-0.214494143;-0.214494143;-0.214494143;3.863043301;-0.214494143;0.884118146;1.731416006;-0.214494143;0.884118146;-0.214494143;-0.214494143;4.019612362;7.161388005;-0.214494143;2.921000073;-0.214494143;3.282013419;-0.214494143;-0.214494143;4.547679792;-0.214494143;2.921000073;6.814593421;-0.214494143;-0.214494143;-0.214494143;-0.214494143;-0.214494143;-0.214494143;-0.214494143;-0.214494143;-0.214494143;-0.214494143;-0.214494143;2.921000073;-0.214494143;-0.214494143;-0.214494143;3.282013419;-0.214494143;-0.214494143;-0.214494143;-0.214494143;-0.214494143;6.493589941;4.075965298;-0.214494143;-0.214494143;-0.214494143;-0.214494143;-0.214494143;0.884118146;3.792839042
10T2;UCH.10.10c;T2;-0.218697333;-0.218697333;-0.218697333;-0.218697333;1.390740579;-0.218697333;-0.218697333;-0.218697333;-0.218697333;3.892176531;0.879914956;3.542502783;-0.218697333;0.879914956;-0.218697333;-0.218697333;-0.218697333;-0.218697333;-0.218697333;0.879914956;-0.218697333;-0.218697333;0.879914956;-0.218697333;-0.218697333;-0.218697333;0.879914956;-0.218697333;0.879914956;-0.218697333;-0.218697333;-0.218697333;-0.218697333;1.390740579;-0.218697333;-0.218697333;-0.218697333;-0.218697333;-0.218697333;3.824353935;-0.218697333;4.15075052;2.614516011;-0.218697333;1.390740579;-0.218697333;-0.218697333;-0.218697333;5.306755606;-0.218697333;-0.218697333;-0.218697333;-0.218697333;-0.218697333;-0.218697333;-0.218697333;-0.218697333;-0.218697333;6.296015358;-0.218697333;2.825825105;-0.218697333;-0.218697333;1.978527244;-0.218697333;-0.218697333;-0.218697333;2.346252025;-0.218697333;-0.218697333;2.614516011;-0.218697333;1.727212816;2.17919794;3.824353935;-0.218697333;-0.218697333;-0.218697333;-0.218697333;-0.218697333;6.400041651;0.879914956;-0.218697333;-0.218697333;-0.218697333;-0.218697333;-0.218697333;1.978527244;7.425743429
11T1;UCH.11.11b.trnl;T1;-0.096864151;3.566697495;-0.096864151;-0.096864151;-0.096864151;3.664335965;-0.096864151;5.196440674;-0.096864151;-0.096864151;-0.096864151;4.391772219;1.512573761;3.709798339;-0.096864151;-0.096864151;1.001748138;3.664335965;-0.096864151;4.557096199;-0.096864151;-0.096864151;3.198972715;-0.096864151;-0.096864151;-0.096864151;-0.096864151;-0.096864151;5.705254224;-0.096864151;-0.096864151;-0.096864151;1.849045998;-0.096864151;2.468085207;-0.096864151;-0.096864151;-0.096864151;-0.096864151;6.728595885;-0.096864151;1.001748138;-0.096864151;-0.096864151;-0.096864151;-0.096864151;-0.096864151;-0.096864151;6.411904986;-0.096864151;-0.096864151;-0.096864151;-0.096864151;-0.096864151;-0.096864151;5.396197292;1.849045998;-0.096864151;6.608774944;-0.096864151;6.586496795;-0.096864151;1.849045998;-0.096864151;-0.096864151;-0.096864151;1.001748138;2.468085207;-0.096864151;-0.096864151;6.722059914;-0.096864151;-0.096864151;-0.096864151;1.849045998;-0.096864151;2.100360426;-0.096864151;-0.096864151;-0.096864151;7.207651796;5.916851005;-0.096864151;-0.096864151;-0.096864151;-0.096864151;4.345787106;-0.096864151;3.399643411
11T2;UCH.11.11c.trnl;T2;-0.062424391;1.883485758;-0.062424391;-0.062424391;-0.062424391;8.521492433;-0.062424391;1.883485758;-0.062424391;-0.062424391;-0.062424391;3.492923671;-0.062424391;-0.062424391;-0.062424391;-0.062424391;-0.062424391;4.356416217;-0.062424391;2.770788953;-0.062424391;-0.062424391;1.036187898;-0.062424391;-0.062424391;-0.062424391;-0.062424391;1.036187898;3.601137255;-0.062424391;-0.062424391;-0.062424391;-0.062424391;-0.062424391;-0.062424391;-0.062424391;-0.062424391;-0.062424391;-0.062424391;2.770788953;2.64562581;-0.062424391;-0.062424391;-0.062424391;1.036187898;-0.062424391;-0.062424391;-0.062424391;6.727672845;-0.062424391;-0.062424391;-0.062424391;-0.062424391;-0.062424391;-0.062424391;3.233412475;1.883485758;-0.062424391;3.233412475;-0.062424391;4.552696126;-0.062424391;3.492923671;-0.062424391;-0.062424391;-0.062424391;4.872049542;3.073069825;-0.062424391;-0.062424391;1.036187898;-0.062424391;-0.062424391;-0.062424391;1.883485758;-0.062424391;-0.062424391;-0.062424391;-0.062424391;-0.062424391;6.223573704;2.335470882;-0.062424391;-0.062424391;-0.062424391;-0.062424391;-0.062424391;-0.062424391;5.931537037
12T1;UCH.12.12b;T1;-0.191294597;2.516755604;-0.191294597;-0.191294597;1.754615552;0.907317692;-0.191294597;-0.191294597;-0.191294597;-0.191294597;-0.191294597;3.027581228;-0.191294597;2.944199619;-0.191294597;1.754615552;2.206600676;4.902455604;0.907317692;2.516755604;-0.191294597;-0.191294597;-0.191294597;-0.191294597;-0.191294597;2.516755604;1.418143315;-0.191294597;2.516755604;-0.191294597;-0.191294597;-0.191294597;-0.191294597;-0.191294597;0.907317692;-0.191294597;-0.191294597;-0.191294597;-0.191294597;4.099164844;-0.191294597;-0.191294597;5.395954061;-0.191294597;-0.191294597;-0.191294597;-0.191294597;1.754615552;7.276647735;-0.191294597;-0.191294597;-0.191294597;1.754615552;-0.191294597;-0.191294597;1.418143315;-0.191294597;3.027581228;3.364053465;-0.191294597;2.373654761;-0.191294597;-0.191294597;3.951840129;-0.191294597;-0.191294597;5.610823778;-0.191294597;-0.191294597;-0.191294597;6.49456635;-0.191294597;-0.191294597;-0.191294597;5.365533465;-0.191294597;1.754615552;-0.191294597;-0.191294597;-0.191294597;6.57374438;3.104542269;-0.191294597;-0.191294597;-0.191294597;-0.191294597;-0.191294597;7.198269357;5.102010228
12T2;UCH.12.12c;T2;-0.195705201;-0.195705201;-0.195705201;-0.195705201;-0.195705201;2.001519376;-0.195705201;1.413732711;-0.195705201;-0.195705201;-0.195705201;2.001519376;1.750204948;-0.195705201;1.750204948;-0.195705201;-0.195705201;6.162137065;0.902907087;-0.195705201;-0.195705201;-0.195705201;0.902907087;-0.195705201;-0.195705201;-0.195705201;3.30080236;-0.195705201;2.369244156;-0.195705201;-0.195705201;-0.195705201;-0.195705201;0.902907087;-0.195705201;-0.195705201;-0.195705201;2.202190071;-0.195705201;-0.195705201;3.610957288;0.902907087;0.902907087;-0.195705201;-0.195705201;-0.195705201;-0.195705201;-0.195705201;7.589599981;-0.195705201;-0.195705201;-0.195705201;1.413732711;-0.195705201;-0.195705201;5.2024575;1.413732711;0.902907087;2.202190071;-0.195705201;6.822696598;-0.195705201;-0.195705201;3.847346066;-0.195705201;-0.195705201;2.001519376;-0.195705201;-0.195705201;-0.195705201;2.637508143;-0.195705201;-0.195705201;-0.195705201;5.783180564;-0.195705201;0.902907087;2.202190071;0.902907087;-0.195705201;7.089801347;5.127304778;-0.195705201;-0.195705201;-0.195705201;-0.195705201;-0.195705201;1.413732711;3.811627984
13T1;UCH.13.13b.trnl;T1;-0.092147995;2.852290984;-0.092147995;-0.092147995;-0.092147995;1.006464294;-0.092147995;-0.092147995;-0.092147995;-0.092147995;-0.092147995;3.203688871;-0.092147995;2.472801363;-0.092147995;-0.092147995;-0.092147995;3.34183921;-0.092147995;-0.092147995;-0.092147995;2.472801363;1.853762154;-0.092147995;-0.092147995;-0.092147995;-0.092147995;-0.092147995;3.915185191;-0.092147995;1.517289918;-0.092147995;-0.092147995;-0.092147995;3.621424072;-0.092147995;-0.092147995;-0.092147995;-0.092147995;3.714514495;5.524623103;-0.092147995;-0.092147995;-0.092147995;1.006464294;-0.092147995;-0.092147995;-0.092147995;6.788236087;-0.092147995;1.006464294;-0.092147995;1.006464294;-0.092147995;-0.092147995;-0.092147995;-0.092147995;-0.092147995;3.878143919;-0.092147995;2.741065349;-0.092147995;4.170531882;-0.092147995;-0.092147995;-0.092147995;4.898284592;-0.092147995;-0.092147995;-0.092147995;3.950903273;-0.092147995;-0.092147995;1.006464294;2.615902206;-0.092147995;1.006464294;-0.092147995;-0.092147995;-0.092147995;6.186373429;3.757999607;-0.092147995;-0.092147995;-0.092147995;-0.092147995;-0.092147995;1.517289918;3.757999607
13T2;UCH.13.13c.trnl;T2;-0.09829355;4.245511872;-0.09829355;-0.09829355;-0.09829355;-0.09829355;-0.09829355;-0.09829355;-0.09829355;-0.09829355;-0.09829355;2.299601723;-0.09829355;5.75103123;-0.09829355;-0.09829355;-0.09829355;1.000318739;-0.09829355;1.511144362;-0.09829355;-0.09829355;-0.09829355;-0.09829355;-0.09829355;-0.09829355;-0.09829355;-0.09829355;6.42820131;-0.09829355;-0.09829355;-0.09829355;-0.09829355;-0.09829355;-0.09829355;-0.09829355;-0.09829355;-0.09829355;-0.09829355;5.054998044;7.030202396;5.481436276;-0.09829355;-0.09829355;3.565268096;1.511144362;4.07609372;3.457054511;3.871998363;-0.09829355;-0.09829355;-0.09829355;-0.09829355;-0.09829355;-0.09829355;-0.09829355;-0.09829355;-0.09829355;-0.09829355;-0.09829355;-0.09829355;-0.09829355;2.299601723;3.833532083;-0.09829355;-0.09829355;2.466655807;-0.09829355;-0.09829355;-0.09829355;2.466655807;-0.09829355;-0.09829355;-0.09829355;4.271154302;1.000318739;2.946228888;-0.09829355;-0.09829355;-0.09829355;-0.09829355;2.846145429;-0.09829355;3.26900228;-0.09829355;-0.09829355;1.511144362;1.000318739;7.07566477
15T1;UCH.15.15b;T2;-0.201035455;-0.201035455;-0.201035455;-0.201035455;-0.201035455;-0.201035455;-0.201035455;-0.201035455;-0.201035455;-0.201035455;0.897576833;-0.201035455;-0.201035455;-0.201035455;-0.201035455;-0.201035455;-0.201035455;2.507014746;-0.201035455;7.422117613;3.01784037;-0.201035455;-0.201035455;-0.201035455;-0.201035455;-0.201035455;-0.201035455;-0.201035455;1.744874694;-0.201035455;-0.201035455;-0.201035455;-0.201035455;0.897576833;-0.201035455;-0.201035455;-0.201035455;-0.201035455;-0.201035455;2.363913902;5.636694992;-0.201035455;1.996189122;-0.201035455;2.196859817;-0.201035455;-0.201035455;-0.201035455;5.932362588;-0.201035455;-0.201035455;-0.201035455;-0.201035455;-0.201035455;0.897576833;3.295472106;-0.201035455;-0.201035455;4.217805152;-0.201035455;0.897576833;-0.201035455;-0.201035455;1.408402457;-0.201035455;1.744874694;-0.201035455;-0.201035455;-0.201035455;-0.201035455;2.196859817;-0.201035455;-0.201035455;4.689313673;2.934458761;-0.201035455;2.743403524;-0.201035455;-0.201035455;-0.201035455;6.339994544;1.408402457;-0.201035455;-0.201035455;-0.201035455;-0.201035455;-0.201035455;2.196859817;1.408402457
15T2;UCH.15.15c;T2;-0.188632897;0.909979392;-0.188632897;-0.188632897;-0.188632897;2.519417305;-0.188632897;-0.188632897;-0.188632897;-0.188632897;-0.188632897;2.209262376;-0.188632897;-0.188632897;-0.188632897;-0.188632897;1.420805016;0.909979392;-0.188632897;2.376316461;-0.188632897;-0.188632897;-0.188632897;-0.188632897;-0.188632897;-0.188632897;-0.188632897;-0.188632897;-0.188632897;-0.188632897;-0.188632897;-0.188632897;-0.188632897;-0.188632897;-0.188632897;-0.188632897;-0.188632897;-0.188632897;-0.188632897;3.245354308;0.909979392;2.209262376;-0.188632897;-0.188632897;1.420805016;-0.188632897;-0.188632897;-0.188632897;6.654050386;-0.188632897;-0.188632897;-0.188632897;-0.188632897;-0.188632897;-0.188632897;2.855889541;-0.188632897;-0.188632897;-0.188632897;-0.188632897;1.757277252;-0.188632897;-0.188632897;-0.188632897;-0.188632897;-0.188632897;-0.188632897;-0.188632897;-0.188632897;-0.188632897;8.083937712;-0.188632897;-0.188632897;1.420805016;4.639680841;-0.188632897;1.420805016;-0.188632897;-0.188632897;-0.188632897;4.277275222;2.755806083;-0.188632897;-0.188632897;-0.188632897;-0.188632897;-0.188632897;0.909979392;3.781659017
16T1;UCH.16.16b;T1;-0.265560407;2.678878572;0.833051882;-0.265560407;-0.265560407;-0.265560407;-0.265560407;-0.265560407;-0.265560407;5.795896512;-0.265560407;5.114336947;0.833051882;-0.265560407;4.34956011;-0.265560407;0.833051882;2.567652937;-0.265560407;4.153280201;-0.265560407;-0.265560407;-0.265560407;-0.265560407;-0.265560407;1.343877505;2.567652937;-0.265560407;3.030276459;0.833051882;-0.265560407;-0.265560407;-0.265560407;1.343877505;0.833051882;-0.265560407;-0.265560407;-0.265560407;-0.265560407;0.833051882;1.680349742;-0.265560407;1.343877505;-0.265560407;7.087521514;-0.265560407;-0.265560407;-0.265560407;6.237229639;-0.265560407;-0.265560407;-0.265560407;-0.265560407;-0.265560407;-0.265560407;2.778962031;-0.265560407;1.680349742;0.833051882;-0.265560407;4.986713021;-0.265560407;-0.265560407;0.833051882;0.833051882;0.833051882;-0.265560407;-0.265560407;-0.265560407;-0.265560407;5.027744418;-0.265560407;-0.265560407;-0.265560407;1.343877505;-0.265560407;0.833051882;-0.265560407;-0.265560407;-0.265560407;4.697284223;-0.265560407;-0.265560407;-0.265560407;-0.265560407;-0.265560407;-0.265560407;6.492534097;2.567652937
16T2;UCH.16.16c;T2;-0.345179341;2.052715932;-0.345179341;-0.345179341;-0.345179341;-0.345179341;-0.345179341;2.052715932;-0.345179341;-0.345179341;-0.345179341;1.264258571;-0.345179341;1.600730808;-0.345179341;-0.345179341;-0.345179341;4.736225024;-0.345179341;-0.345179341;-0.345179341;-0.345179341;2.488034003;-0.345179341;-0.345179341;-0.345179341;-0.345179341;-0.345179341;-0.345179341;-0.345179341;-0.345179341;-0.345179341;-0.345179341;1.264258571;-0.345179341;-0.345179341;-0.345179341;-0.345179341;-0.345179341;3.662153844;-0.345179341;-0.345179341;-0.345179341;-0.345179341;-0.345179341;-0.345179341;-0.345179341;3.088807864;5.456939034;-0.345179341;-0.345179341;-0.345179341;0.753432948;-0.345179341;-0.345179341;-0.345179341;-0.345179341;0.753432948;-0.345179341;-0.345179341;2.052715932;-0.345179341;-0.345179341;1.600730808;-0.345179341;-0.345179341;-0.345179341;-0.345179341;-0.345179341;-0.345179341;3.504968261;-0.345179341;-0.345179341;-0.345179341;3.917500536;-0.345179341;0.753432948;5.15607887;-0.345179341;-0.345179341;5.226974691;1.852045236;-0.345179341;-0.345179341;2.052715932;-0.345179341;-0.345179341;-0.345179341;3.888927164
17T1;UCH.17.17b;T1;0.909139804;1.756437665;-0.189472484;-0.189472484;-0.189472484;-0.189472484;-0.189472484;-0.189472484;-0.189472484;2.754966495;-0.189472484;0.909139804;-0.189472484;1.756437665;-0.189472484;-0.189472484;-0.189472484;8.045092509;-0.189472484;3.88806496;-0.189472484;-0.189472484;2.007752093;-0.189472484;-0.189472484;0.909139804;-0.189472484;-0.189472484;-0.189472484;-0.189472484;-0.189472484;-0.189472484;-0.189472484;-0.189472484;-0.189472484;-0.189472484;-0.189472484;-0.189472484;-0.189472484;3.106364382;-0.189472484;-0.189472484;3.953662242;-0.189472484;5.375047923;-0.189472484;-0.189472484;-0.189472484;6.609583378;-0.189472484;-0.189472484;-0.189472484;-0.189472484;-0.189472484;-0.189472484;2.208422788;-0.189472484;2.855049953;-0.189472484;-0.189472484;-0.189472484;-0.189472484;-0.189472484;-0.189472484;-0.189472484;2.208422788;1.419965428;4.589651009;3.524099582;-0.189472484;2.64374086;-0.189472484;-0.189472484;-0.189472484;1.419965428;-0.189472484;-0.189472484;-0.189472484;-0.189472484;-0.189472484;3.177823346;3.029403341;-0.189472484;-0.189472484;-0.189472484;-0.189472484;-0.189472484;0.909139804;4.364404407
17T2;UCH.17.17c;T2;-0.188916148;0.909696141;-0.188916148;-0.188916148;-0.188916148;-0.188916148;0.909696141;-0.188916148;-0.188916148;-0.188916148;-0.188916148;-0.188916148;1.420521765;-0.188916148;-0.188916148;-0.188916148;-0.188916148;0.909696141;-0.188916148;1.756994001;-0.188916148;-0.188916148;3.245071057;-0.188916148;-0.188916148;-0.188916148;-0.188916148;-0.188916148;-0.188916148;-0.188916148;-0.188916148;-0.188916148;-0.188916148;-0.188916148;-0.188916148;-0.188916148;0.909696141;-0.188916148;-0.188916148;6.23270612;-0.188916148;1.420521765;5.344473341;-0.188916148;-0.188916148;-0.188916148;-0.188916148;3.106920718;8.118296479;-0.188916148;-0.188916148;-0.188916148;-0.188916148;2.644297196;-0.188916148;3.781375766;-0.188916148;-0.188916148;-0.188916148;-0.188916148;1.420521765;-0.188916148;-0.188916148;3.029959677;-0.188916148;-0.188916148;2.00830843;2.37603321;-0.188916148;-0.188916148;4.483912687;-0.188916148;-0.188916148;-0.188916148;4.321943359;-0.188916148;0.909696141;-0.188916148;-0.188916148;-0.188916148;3.366431914;1.756994001;-0.188916148;-0.188916148;-0.188916148;-0.188916148;-0.188916148;0.909696141;5.37560426
18T1;UCH.18.18b.trnl;T1;-0.066521984;1.542915929;-0.066521984;-0.066521984;-0.066521984;2.130702593;-0.066521984;-0.066521984;-0.066521984;-0.066521984;-0.066521984;4.882237906;-0.066521984;-0.066521984;-0.066521984;-0.066521984;-0.066521984;3.488826078;-0.066521984;1.032090305;-0.066521984;-0.066521984;2.498427374;-0.066521984;-0.066521984;-0.066521984;-0.066521984;-0.066521984;2.498427374;-0.066521984;-0.066521984;-0.066521984;-0.066521984;-0.066521984;-0.066521984;-0.066521984;-0.066521984;-0.066521984;-0.066521984;5.109627749;1.879388165;-0.066521984;-0.066521984;-0.066521984;-0.066521984;-0.066521984;-0.066521984;-0.066521984;7.913159319;-0.066521984;-0.066521984;-0.066521984;-0.066521984;-0.066521984;-0.066521984;4.624825898;-0.066521984;-0.066521984;-0.066521984;-0.066521984;-0.066521984;-0.066521984;1.879388165;3.367465221;-0.066521984;6.568111374;-0.066521984;3.300773846;-0.066521984;-0.066521984;7.143557644;1.032090305;-0.066521984;-0.066521984;5.765360493;-0.066521984;2.130702593;-0.066521984;-0.066521984;-0.066521984;6.408910733;4.79329042;-0.066521984;-0.066521984;-0.066521984;-0.066521984;-0.066521984;-0.066521984;6.807676512
18T2;UCH.18.18c.trnl;T2;-0.060592937;-0.060592937;1.038019352;-0.060592937;1.548844975;1.548844975;-0.060592937;-0.060592937;-0.060592937;-0.060592937;-0.060592937;3.306702893;1.885317212;1.038019352;-0.060592937;-0.060592937;-0.060592937;-0.060592937;-0.060592937;-0.060592937;-0.060592937;1.038019352;-0.060592937;-0.060592937;-0.060592937;-0.060592937;-0.060592937;-0.060592937;3.602968709;-0.060592937;-0.060592937;-0.060592937;-0.060592937;-0.060592937;-0.060592937;-0.060592937;-0.060592937;-0.060592937;1.038019352;2.883846042;5.337569765;-0.060592937;-0.060592937;-0.060592937;-0.060592937;-0.060592937;-0.060592937;2.337302336;8.471488867;-0.060592937;-0.060592937;1.548844975;-0.060592937;-0.060592937;-0.060592937;2.50435642;-0.060592937;-0.060592937;-0.060592937;-0.060592937;6.40243652;-0.060592937;4.144099682;-0.060592937;-0.060592937;-0.060592937;1.548844975;-0.060592937;-0.060592937;-0.060592937;3.909698977;-0.060592937;-0.060592937;1.548844975;4.9566869;-0.060592937;1.548844975;-0.060592937;-0.060592937;-0.060592937;6.605090781;3.494755125;-0.060592937;-0.060592937;-0.060592937;-0.060592937;-0.060592937;-0.060592937;6.081444469
19T1;UCH.19.19b;T1;-0.147335781;2.685877563;-0.147335781;-0.147335781;0.951276508;4.057356838;-0.147335781;-0.147335781;-0.147335781;1.462102131;0.951276508;3.744484517;-0.147335781;-0.147335781;-0.147335781;-0.147335781;2.049888796;1.798574368;-0.147335781;3.859997404;-0.147335781;0.951276508;-0.147335781;-0.147335781;-0.147335781;-0.147335781;-0.147335781;-0.147335781;3.659326709;-0.147335781;-0.147335781;-0.147335781;-0.147335781;-0.147335781;-0.147335781;-0.147335781;-0.147335781;-0.147335781;-0.147335781;5.932597414;-0.147335781;-0.147335781;4.648454764;-0.147335781;1.462102131;-0.147335781;-0.147335781;-0.147335781;6.185943847;-0.147335781;0.951276508;-0.147335781;-0.147335781;-0.147335781;-0.147335781;3.784489852;-0.147335781;-0.147335781;-0.147335781;-0.147335781;0.951276508;-0.147335781;-0.147335781;-0.147335781;-0.147335781;-0.147335781;0.951276508;-0.147335781;-0.147335781;-0.147335781;6.053173393;-0.147335781;-0.147335781;0.951276508;5.175674198;-0.147335781;3.744484517;-0.147335781;-0.147335781;0.951276508;8.206161318;4.295315475;-0.147335781;-0.147335781;-0.147335781;-0.147335781;-0.147335781;2.049888796;4.787138152
